GO.ID	Term	Annotated	Significant	Expected	p_val	FDR	status_name	DAG_level	study	comparison	genelist	comb
GO:0033036	macromolecule localization	1307	271	218.01	4.87324284364108e-05	0.00148677678373361	significant	3	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006487	protein N-linked glycosylation	60	23	10.01	4.92549980601423e-05	0.00149377508997872	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0015749	monosaccharide transmembrane transport	25	13	4.17	5.35225050185315e-05	0.00160410095923187	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0015813	L-glutamate transmembrane transport	25	13	4.17	5.35225050185315e-05	0.00160410095923187	significant	12	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009651	response to salt stress	1473	301	245.7	5.82786157724793e-05	0.00173643010152504	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0019567	arabinose biosynthetic process	11	8	1.83	6.08842971761448e-05	0.00179309534169051	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0008643	carbohydrate transport	86	29	14.35	8.7970299082413e-05	0.00253225239449093	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006836	neurotransmitter transport	26	13	4.34	9.0709510628877e-05	0.0025878074772618	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0010498	proteasomal protein catabolic process	178	50	29.69	9.09161017526717e-05	0.0025878074772618	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006754	ATP biosynthetic process	67	24	11.18	0.000120283132664028	0.00331266249147687	significant	12	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0015986	ATP synthesis coupled proton transport	67	24	11.18	0.000120283132664028	0.00331266249147687	significant	13	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006042	glucosamine biosynthetic process	5	5	0.83	0.000128880897170622	0.00345604300570693	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006464	cellular protein modification process	4175	778	696.41	0.000134110666024223	0.00355882210100738	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0042546	cell wall biogenesis	314	78	52.38	0.000134989351146045	0.00356357898491761	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009620	response to fungus	665	147	110.93	0.000145026634494752	0.00380881805541629	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0007166	cell surface receptor signaling pathway	72	25	12.01	0.000155545086830584	0.00402923286696023	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0045493	xylan catabolic process	12	8	2	0.000155791732049296	0.00402923286696023	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0046942	carboxylic acid transport	215	57	35.86	0.000172320381469919	0.0043680216098967	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0002239	response to oomycetes	89	29	14.85	0.000174412882823449	0.00439917642567065	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0051938	L-glutamate import	15	9	2.5	0.000188461029794329	0.00468394608196149	significant	11	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006457	protein folding	362	87	60.38	0.000195672586879347	0.0047630960538872	significant	3	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0010272	response to silver ion	18	10	3	0.000196090607571389	0.0047630960538872	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009150	purine ribonucleotide metabolic process	382	91	63.72	0.000196319955116057	0.0047630960538872	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0051603	proteolysis involved in cellular protein...	634	140	105.75	0.000216179245314344	0.00517104814496049	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0071705	nitrogen compound transport	1338	271	223.19	0.000245429880707393	0.00584329552431853	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0010266	response to vitamin B1	10	7	1.67	0.00026803705940732	0.00615157125081214	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0052027	modulation by symbiont of host signal tr...	10	7	1.67	0.00026803705940732	0.00615157125081214	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0075133	modulation by symbiont of host calcium o...	10	7	1.67	0.00026803705940732	0.00615157125081214	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0044038	cell wall macromolecule biosynthetic pro...	113	34	18.85	0.000286814345584558	0.00649475151445922	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0070592	cell wall polysaccharide biosynthetic pr...	113	34	18.85	0.000286814345584558	0.00649475151445922	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0042335	cuticle development	100	31	16.68	0.000291678535042092	0.00657567316831618	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0061077	chaperone-mediated protein folding	43	17	7.17	0.000300841500303432	0.00675236759491623	significant	4	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006591	ornithine metabolic process	22	11	3.67	0.000318285108469483	0.00711255538443867	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0016053	organic acid biosynthetic process	948	198	158.13	0.000331584565388878	0.00734531895937536	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0046394	carboxylic acid biosynthetic process	948	198	158.13	0.000331584565388878	0.00734531895937536	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009074	aromatic amino acid family catabolic pro...	55	20	9.17	0.000343588108420744	0.00757827451257008	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006491	N-glycan processing	19	10	3.17	0.000352112674425194	0.00772303791622029	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009259	ribonucleotide metabolic process	419	97	69.89	0.000363464831133815	0.00782270411259883	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0043161	proteasome-mediated ubiquitin-dependent ...	155	43	25.85	0.000363882409163086	0.00782270411259883	significant	11	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0071277	cellular response to calcium ion	16	9	2.67	0.000366936237052964	0.00785521062094476	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0043086	negative regulation of catalytic activit...	142	40	23.69	0.000408474956732927	0.00870786570943206	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006120	mitochondrial electron transport, NADH t...	8	6	1.33	0.000442112885968715	0.00937390738839351	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006084	acetyl-CoA metabolic process	64	22	10.68	0.000443397778332254	0.00937390738839351	significant	12	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009145	purine nucleoside triphosphate biosynthe...	81	26	13.51	0.000479781382863083	0.00993693555157482	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009205	purine ribonucleoside triphosphate metab...	81	26	13.51	0.000479781382863083	0.00993693555157482	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009206	purine ribonucleoside triphosphate biosy...	81	26	13.51	0.000479781382863083	0.00993693555157482	significant	11	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009152	purine ribonucleotide biosynthetic proce...	200	52	33.36	0.000533143101631539	0.0109090927823803	significant	11	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009684	indoleacetic acid biosynthetic process	30	13	5	0.000539760547409801	0.0109198995736731	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0042886	amide transport	1027	211	171.31	0.000540101019149288	0.0109198995736731	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006888	endoplasmic reticulum to Golgi vesicle-m...	86	27	14.35	0.000558625033102341	0.0112497808049661	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009853	photorespiration	95	29	15.85	0.000596775312164108	0.0119707488798273	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009083	branched-chain amino acid catabolic proc...	20	10	3.34	0.000599186738561161	0.0119719860116436	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0015918	sterol transport	11	7	1.83	0.000630554393311877	0.0124522272632714	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0032366	intracellular sterol transport	11	7	1.83	0.000630554393311877	0.0124522272632714	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0015750	pentose transmembrane transport	6	5	1	0.000665901635895618	0.0129704737027125	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0040009	regulation of growth rate	6	5	1	0.000665901635895618	0.0129704737027125	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0048227	plasma membrane to endosome transport	6	5	1	0.000665901635895618	0.0129704737027125	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006526	arginine biosynthetic process	27	12	4.5	0.000666980198255283	0.0129704737027125	significant	11	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0012501	programmed cell death	275	67	45.87	0.00067471130325302	0.0130709280991412	significant	4	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:1903401	L-lysine transmembrane transport	14	8	2.34	0.000688429124652879	0.0131862646244602	significant	12	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:1903826	arginine transmembrane transport	14	8	2.34	0.000688429124652879	0.0131862646244602	significant	12	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0010876	lipid localization	183	48	30.53	0.000692277032054436	0.0132103051622373	significant	4	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0010411	xyloglucan metabolic process	66	22	11.01	0.000716632150647467	0.0135989964764338	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009695	jasmonic acid biosynthetic process	58	20	9.67	0.000757827133706909	0.0141957878614765	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:1901615	organic hydroxy compound metabolic proce...	542	119	90.41	0.000769755293480798	0.0143044560650326	significant	4	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0070534	protein K63-linked ubiquitination	4	4	0.67	0.00077325478452013	0.0143044560650326	significant	12	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009856	pollination	516	114	86.07	0.000774883194101866	0.0143044560650326	significant	4	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0043902	positive regulation of multi-organism pr...	184	48	30.69	0.000787415823674599	0.0144833343740869	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0015833	peptide transport	997	204	166.3	0.00081983995468562	0.0150254840615944	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0019941	modification-dependent protein catabolic...	601	130	100.25	0.000840492558393934	0.0153487798746132	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009817	defense response to fungus, incompatible...	106	31	17.68	0.000882898888077156	0.0158508643495369	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006073	cellular glucan metabolic process	389	89	64.89	0.000913357888234942	0.016271183358591	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0009260	ribonucleotide biosynthetic process	234	58	39.03	0.000958740625311502	0.0169610537707017	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:1901475	pyruvate transmembrane transport	18	9	3	0.00113277930320404	0.019793133868972	significant	11	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006212	uracil catabolic process	9	6	1.5	0.00113825087803902	0.019793133868972	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:1901016	regulation of potassium ion transmembran...	9	6	1.5	0.00113825087803902	0.019793133868972	significant	11	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006552	leucine catabolic process	15	8	2.5	0.00125982123306265	0.0216120847894081	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006558	L-phenylalanine metabolic process	56	19	9.34	0.00126945187013496	0.0216316296934369	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0034030	ribonucleoside bisphosphate biosynthetic...	73	23	12.18	0.00131552672146856	0.0221940683638488	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0034033	purine nucleoside bisphosphate biosynthe...	73	23	12.18	0.00131552672146856	0.0221940683638488	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0030149	sphingolipid catabolic process	22	10	3.67	0.00151969154196502	0.0254698302839203	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006631	fatty acid metabolic process	458	101	76.4	0.00158288847097652	0.0263556103255731	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0032940	secretion by cell	142	38	23.69	0.00159734425632719	0.0265096709641271	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0016050	vesicle organization	57	19	9.51	0.00161037280033031	0.0266391214859835	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0043562	cellular response to nitrogen levels	53	18	8.84	0.00166501408904108	0.0274081064086061	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0019336	phenol-containing compound catabolic pro...	37	14	6.17	0.00166761785803099	0.0274081064086061	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0002229	defense response to oomycetes	62	20	10.34	0.00192802758508783	0.0315861753891399	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006101	citrate metabolic process	7	5	1.17	0.00200848536094262	0.032589913738862	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0080142	regulation of salicylic acid biosyntheti...	7	5	1.17	0.00200848536094262	0.032589913738862	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006637	acyl-CoA metabolic process	71	22	11.84	0.00210365368189014	0.0339180870545262	significant	11	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0010208	pollen wall assembly	54	18	9.01	0.00211354368389869	0.0339700475377407	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:1904659	glucose transmembrane transport	16	8	2.67	0.00215270622907234	0.0343273377911934	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006559	L-phenylalanine catabolic process	34	13	5.67	0.00216946079857984	0.0343273377911934	significant	11	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0046274	lignin catabolic process	34	13	5.67	0.00216946079857984	0.0343273377911934	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006857	oligopeptide transport	67	21	11.18	0.00224615578198785	0.035104796654074	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0019499	cyanide metabolic process	10	6	1.67	0.00244357160598657	0.0376395599520769	significant	5	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0034312	diol biosynthetic process	10	6	1.67	0.00244357160598657	0.0376395599520769	significant	8	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0051410	detoxification of nitrogen compound	10	6	1.67	0.00244357160598657	0.0376395599520769	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0008104	protein localization	1025	205	170.98	0.00247722257993942	0.0380164127855161	significant	4	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:1901658	glycosyl compound catabolic process	55	18	9.17	0.00265919540305309	0.0405646723908847	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006085	acetyl-CoA biosynthetic process	51	17	8.51	0.00277725680776844	0.0417407770961069	significant	13	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0006890	retrograde vesicle-mediated transport, G...	51	17	8.51	0.00277725680776844	0.0417407770961069	significant	7	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0071616	acyl-CoA biosynthetic process	51	17	8.51	0.00277725680776844	0.0417407770961069	significant	12	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:1902358	sulfate transmembrane transport	20	9	3.34	0.00284680952136815	0.0426602779746198	significant	9	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0045492	xylan biosynthetic process	43	15	7.17	0.00294105243997217	0.043814801700755	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0002833	positive regulation of response to bioti...	181	45	30.19	0.00312479098415739	0.0463570317198721	significant	6	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0015812	gamma-aminobutyric acid transport	5	4	0.83	0.00335075033391817	0.0494842694240958	significant	10	SRP072216	LEAVES_D-LEAVES_C	topGO_DOWN_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_C
GO:0001101	response to acid chemical	2513	491	297.38	3.32693593776655e-32	1.69507386029206e-28	significant	4	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:1901700	response to oxygen-containing compound	3195	589	378.09	1.07234097223823e-31	2.73178862677688e-28	significant	4	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009415	response to water	1058	251	125.2	1.90839523488728e-28	3.24109124058356e-25	significant	5	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009737	response to abscisic acid	1221	269	144.49	3.72233428730833e-25	4.74132329845899e-22	significant	6	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0033993	response to lipid	1501	312	177.63	1.16748199560318e-24	1.18966415351964e-21	significant	5	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009414	response to water deprivation	1018	228	120.47	2.2729909322363e-22	1.46518556672893e-19	significant	6	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0006970	response to osmotic stress	1634	325	193.36	2.30058577700323e-22	1.46518556672893e-19	significant	4	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009628	response to abiotic stimulus	4512	722	533.94	1.52422266558248e-20	7.76591448114276e-18	significant	3	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009651	response to salt stress	1473	288	174.31	9.14008113776948e-19	4.23351939972141e-16	significant	5	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0006351	transcription, DNA-templated	2561	433	303.06	7.67854077761629e-16	3.00939732784269e-13	significant	10	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0097659	nucleic acid-templated transcription	2594	435	306.97	2.60471272531665e-15	9.47929381106311e-13	significant	9	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0009725	response to hormone	3090	502	365.67	4.22827023557358e-15	1.38925751849813e-12	significant	5	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:0032774	RNA biosynthetic process	2602	435	307.92	4.3627321483749e-15	1.38925751849813e-12	significant	8	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:1903506	regulation of nucleic acid-templated tra...	2331	397	275.85	4.98227845828653e-15	1.41026159694277e-12	significant	10	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
GO:2001141	regulation of RNA biosynthetic process	2331	397	275.85	4.98227845828653e-15	1.41026159694277e-12	significant	9	SRP072216	LEAVES_D-LEAVES_TABA	topGO_UP_pval0.05.tsv	SRP072216/LEAVES_D-LEAVES_TABA
